date,crypto,open,high,low,close,volume,SMA_50,SMA_200,EMA_12,EMA_26,BB_high,BB_low,BB_mid,OBV
2000-09-14,BTC,2670.7,2671.1,2670.2999999999997,2671.1,3570000,2425.85,1675.85,2615.843585512899,2545.841705371911,2691.1191198890633,2460.5808801109365,2575.85,589530000
2000-09-15,BTC,2680.8,2681.4,2680.2000000000003,2681.4,3580000,2435.85,1685.85,2625.929187741684,2555.883060529547,2701.309819850887,2470.390180149113,2585.85,593110000
2000-09-16,BTC,2690.9,2691.7000000000003,2690.1,2691.7,3590000,2445.85,1695.85,2636.0477742429634,2565.9435745643955,2711.6039200200116,2480.096079979988,2595.85,596700000
2000-09-17,BTC,2700.0,2700.0,2700.0,2700.0,3600000,2455.85,1705.85,2645.8865782055846,2575.873680152218,2721.309819850887,2490.390180149113,2605.85,600300000
2000-09-18,BTC,2710.1,2710.2999999999997,2709.9,2710.3,3610000,2465.85,1715.85,2655.7963354047256,2585.831185326128,2731.1191198890638,2500.580880110936,2615.85,603910000
2000-09-19,BTC,2720.2,2720.6,2719.7999999999997,2720.6,3620000,2475.85,1725.85,2665.766129957845,2595.8140604871555,2741.032333714851,2510.6676662851487,2625.85,607530000
2000-09-20,BTC,2730.3,2730.9,2729.7000000000003,2730.9,3630000,2485.85,1735.85,2675.7867253489458,2605.820426376996,2751.049696180152,2520.650303819848,2635.85,611160000
2000-09-21,BTC,2740.4,2741.2000000000003,2739.6,2741.2,3640000,2495.85,1745.85,2685.8503060644925,2615.848542941663,2761.1711602439004,2530.5288397560994,2645.85,614800000
2000-09-22,BTC,2750.5,2750.5,2750.5,2750.5,3650000,2505.85,1755.85,2695.7964128238013,2625.822724945984,2771.049696180152,2540.650303819848,2655.85,618450000
2000-09-23,BTC,2760.6,2760.7999999999997,2760.4,2760.8,3660000,2515.85,1765.85,2705.796964697063,2635.821041616652,2781.032333714851,2550.6676662851487,2665.85,622110000
2000-09-24,BTC,2770.7,2771.1,2770.2999999999997,2771.1,3670000,2525.85,1775.85,2715.843585512899,2645.841705200604,2791.1191198890638,2560.580880110936,2675.85,625780000
2000-09-25,BTC,2780.8,2781.4,2780.2000000000003,2781.4,3680000,2535.85,1785.85,2725.929187741684,2655.8830603709293,2801.3098198508874,2570.3901801491124,2685.85,629460000
2000-09-26,BTC,2790.9,2791.7000000000003,2790.1,2791.7,3690000,2545.85,1795.85,2736.0477742429634,2665.943574417527,2811.603920020012,2580.0960799799877,2695.85,633150000
2000-09-27,BTC,2800.0,2800.0,2800.0,2800.0,3700000,2555.85,1805.85,2745.8865782055846,2675.8736800162287,2821.3098198508874,2590.3901801491124,2705.85,636850000
2000-09-28,BTC,2810.1,2810.2999999999997,2809.9,2810.3,3710000,2565.85,1815.85,2755.7963354047256,2685.8311852002116,2831.1191198890638,2600.580880110936,2715.85,640560000
2000-09-29,BTC,2820.2,2820.6,2819.7999999999997,2820.6,3720000,2575.85,1825.85,2765.766129957845,2695.8140603705665,2841.0323337148516,2610.6676662851482,2725.85,644280000
2000-09-30,BTC,2830.3,2830.9,2829.7000000000003,2830.9,3730000,2585.85,1835.85,2775.7867253489458,2705.820426269043,2851.0496961801523,2620.6503038198475,2735.85,648010000
2000-10-01,BTC,2840.4,2841.2000000000003,2839.6,2841.2,3740000,2595.85,1845.85,2785.8503060644925,2715.848542841706,2861.1711602439004,2630.5288397560994,2745.85,651750000
2000-10-02,BTC,2850.5,2850.5,2850.5,2850.5,3750000,2605.85,1855.85,2795.7964128238013,2725.8227248534317,2871.0496961801523,2640.6503038198475,2755.85,655500000
2000-10-03,BTC,2860.6,2860.7999999999997,2860.4,2860.8,3760000,2615.85,1865.85,2805.796964697063,2735.8210415309554,2881.0323337148516,2650.6676662851482,2765.85,659260000
2000-10-04,BTC,2870.7,2871.1,2870.2999999999997,2871.1,3770000,2625.85,1875.85,2815.843585512899,2745.841705121255,2891.119119889064,2660.5808801109356,2775.85,663030000
2000-10-05,BTC,2880.8,2881.4,2880.2000000000003,2881.4,3780000,2635.85,1885.85,2825.929187741684,2755.8830602974585,2901.309819850888,2670.390180149112,2785.85,666810000
2000-10-06,BTC,2890.9,2891.7000000000003,2890.1,2891.7,3790000,2645.85,1895.85,2836.0477742429634,2765.9435743494987,2911.6039200200125,2680.0960799799873,2795.85,670600000
2000-10-07,BTC,2900.0,2900.0,2900.0,2900.0,3800000,2655.85,1905.85,2845.8865782055846,2775.8736799532394,2921.309819850888,2690.390180149112,2805.85,674400000
2000-10-08,BTC,2910.1,2910.2999999999997,2909.9,2910.3,3810000,2665.85,1915.85,2855.7963354047256,2785.8311851418885,2931.119119889064,2700.5808801109356,2815.85,678210000
2000-10-09,BTC,2920.2,2920.6,2919.7999999999997,2920.6,3820000,2675.85,1925.85,2865.766129957845,2795.8140603165634,2941.0323337148516,2710.6676662851482,2825.85,682030000
2000-10-10,BTC,2930.3,2930.9,2929.7000000000003,2930.9,3830000,2685.85,1935.85,2875.7867253489458,2805.82042621904,2951.0496961801528,2720.650303819847,2835.85,685860000
2000-10-11,BTC,2940.4,2941.2000000000003,2939.6,2941.2,3840000,2695.85,1945.85,2885.8503060644925,2815.8485427954074,2961.171160243901,2730.528839756099,2845.85,689700000
2000-10-12,BTC,2950.5,2950.5,2950.5,2950.5,3850000,2705.85,1955.85,2895.7964128238013,2825.8227248105622,2971.0496961801528,2740.650303819847,2855.85,693550000
2000-10-13,BTC,2960.6,2960.7999999999997,2960.4,2960.8,3860000,2715.85,1965.85,2905.796964697063,2835.8210414912614,2981.032333714852,2750.667666285148,2865.85,697410000
2000-10-14,BTC,2970.7,2971.1,2970.2999999999997,2971.1,3870000,2725.85,1975.85,2915.843585512899,2845.8417050845014,2991.119119889064,2760.5808801109356,2875.85,701280000
2000-10-15,BTC,2980.8,2981.4,2980.2000000000003,2981.4,3880000,2735.85,1985.85,2925.929187741684,2855.883060263427,3001.309819850888,2770.390180149112,2885.85,705160000
2000-10-16,BTC,2990.9,2991.7000000000003,2990.1,2991.7,3890000,2745.85,1995.85,2936.0477742429634,2865.943574317988,3011.6039200200125,2780.0960799799873,2895.85,709050000
2000-10-17,BTC,3000.0,3000.0,3000.0,3000.0,3900000,2755.85,2005.85,2945.8865782055846,2875.873679924063,3021.309819850888,2790.390180149112,2905.85,712950000
2000-10-18,BTC,3010.1,3010.2999999999997,3009.9,3010.3,3910000,2765.85,2015.85,2955.7963354047256,2885.831185114873,3031.1191198890647,2800.580880110935,2915.85,716860000
2000-10-19,BTC,3020.2,3020.6,3019.7999999999997,3020.6,3920000,2775.85,2025.85,2965.766129957845,2895.8140602915487,3041.032333714852,2810.667666285148,2925.85,720780000
2000-10-20,BTC,3030.3,3030.9,3029.7000000000003,3030.9,3930000,2785.85,2035.85,2975.7867253489458,2905.8204261958786,3051.0496961801528,2820.650303819847,2935.85,724710000
2000-10-21,BTC,3040.4,3041.2000000000003,3039.6,3041.2,3940000,2795.85,2045.85,2985.8503060644925,2915.8485427739615,3061.1711602439013,2830.5288397560985,2945.85,728650000
2000-10-22,BTC,3050.5,3050.5,3050.5,3050.5,3950000,2805.85,2055.85,2995.7964128238013,2925.8227247907053,3071.0496961801528,2840.650303819847,2955.85,732600000
2000-10-23,BTC,3060.6,3060.7999999999997,3060.4,3060.8,3960000,2815.85,2065.85,3005.796964697063,2935.821041472875,3081.032333714852,2850.667666285148,2965.85,736560000
2000-10-24,BTC,3070.7,3071.1,3070.2999999999997,3071.1,3970000,2825.85,2075.85,3015.843585512899,2945.841705067477,3091.1191198890647,2860.580880110935,2975.85,740530000
2000-10-25,BTC,3080.8,3081.4,3080.2000000000003,3081.4,3980000,2835.85,2085.85,3025.929187741684,2955.883060247664,3101.3098198508883,2870.3901801491115,2985.85,744510000
2000-10-26,BTC,3090.9,3091.7000000000003,3090.1,3091.7,3990000,2845.85,2095.85,3036.0477742429634,2965.943574303393,3111.603920020013,2880.096079979987,2995.85,748500000
2000-10-27,BTC,3100.0,3100.0,3100.0,3100.0,4000000,2855.85,2105.85,3045.8865782055846,2975.873679910549,3121.3098198508883,2890.3901801491115,3005.85,752500000
2000-10-28,BTC,3110.1,3110.2999999999997,3109.9,3110.3,4010000,2865.85,2115.85,3055.7963354047256,2985.8311851023605,3131.1191198890647,2900.580880110935,3015.85,756510000
2000-10-29,BTC,3120.2,3120.6,3119.7999999999997,3120.6,4020000,2875.85,2125.85,3065.766129957845,2995.8140602799635,3141.0323337148525,2910.6676662851473,3025.85,760530000
2000-10-30,BTC,3130.3,3130.9,3129.7000000000003,3130.9,4030000,2885.85,2135.85,3075.7867253489458,3005.8204261851515,3151.049696180153,2920.6503038198466,3035.85,764560000
2000-10-31,BTC,3140.4,3141.2000000000003,3139.6,3141.2,4040000,2895.85,2145.85,3085.8503060644925,3015.8485427640294,3161.171160243902,2930.528839756098,3045.85,768600000
2000-11-01,BTC,3150.5,3150.5,3150.5,3150.5,4050000,2905.85,2155.85,3095.7964128238013,3025.822724781509,3171.049696180153,2940.6503038198466,3055.85,772650000
2000-11-02,BTC,3160.6,3160.7999999999997,3160.4,3160.8,4060000,2915.85,2165.85,3105.796964697063,3035.82104146436,3181.0323337148525,2950.6676662851473,3065.85,776710000
2000-11-03,BTC,3170.7,3171.1,3170.2999999999997,3171.1,4070000,2925.85,2175.85,3115.843585512899,3045.8417050595926,3191.119119889065,2960.5808801109347,3075.85,780780000
2000-11-04,BTC,3180.8,3181.4,3180.2000000000003,3181.4,4080000,2935.85,2185.85,3125.929187741684,3055.8830602403636,3201.3098198508887,2970.390180149111,3085.85,784860000
2000-11-05,BTC,3190.9,3191.7000000000003,3190.1,3191.7,4090000,2945.85,2195.85,3136.0477742429634,3065.943574296633,3211.6039200200134,2980.0960799799864,3095.85,788950000
2000-11-06,BTC,3200.0,3200.0,3200.0,3200.0,4100000,2955.85,2205.85,3145.8865782055846,3075.87367990429,3221.3098198508887,2990.390180149111,3105.85,793050000
2000-11-07,BTC,3210.1,3210.2999999999997,3209.9,3210.3,4110000,2965.85,2215.85,3155.7963354047256,3085.8311850965647,3231.119119889065,3000.5808801109347,3115.85,797160000
2000-11-08,BTC,3220.2,3220.6,3219.7999999999997,3220.6,4120000,2975.85,2225.85,3165.766129957845,3095.814060274597,3241.0323337148525,3010.6676662851473,3125.85,801280000
2000-11-09,BTC,3230.3,3230.9,3229.7000000000003,3230.9,4130000,2985.85,2235.85,3175.7867253489458,3105.8204261801825,3251.0496961801537,3020.650303819846,3135.85,805410000
2000-11-10,BTC,3240.4,3241.2000000000003,3239.6,3241.2,4140000,2995.85,2245.85,3185.8503060644925,3115.8485427594283,3261.171160243902,3030.528839756098,3145.85,809550000
2000-11-11,BTC,3250.5,3250.5,3250.5,3250.5,4150000,3005.85,2255.85,3195.7964128238013,3125.8227247772484,3271.0496961801537,3040.650303819846,3155.85,813700000
2000-11-12,BTC,3260.6,3260.7999999999997,3260.4,3260.8,4160000,3015.85,2265.85,3205.796964697063,3135.821041460415,3281.032333714853,3050.667666285147,3165.85,817860000
2000-11-13,BTC,3270.7,3271.1,3270.2999999999997,3271.1,4170000,3025.85,2275.85,3215.843585512899,3145.8417050559397,3291.119119889065,3060.5808801109347,3175.85,822030000
2000-11-14,BTC,3280.8,3281.4,3280.2000000000003,3281.4,4180000,3035.85,2285.85,3225.929187741684,3155.8830602369812,3301.3098198508887,3070.390180149111,3185.85,826210000
2000-11-15,BTC,3290.9,3291.7000000000003,3290.1,3291.7,4190000,3045.85,2295.85,3236.0477742429634,3165.943574293501,3311.6039200200134,3080.0960799799864,3195.85,830400000
2000-11-16,BTC,3300.0,3300.0,3300.0,3300.0,4200000,3055.85,2305.85,3245.8865782055846,3175.87367990139,3321.3098198508887,3090.390180149111,3205.85,834600000
2000-11-17,BTC,3310.1,3310.2999999999997,3309.9,3310.3,4210000,3065.85,2315.85,3255.7963354047256,3185.83118509388,3331.1191198890656,3100.5808801109342,3215.85,838810000
2000-11-18,BTC,3320.2,3320.6,3319.7999999999997,3320.6,4220000,3075.85,2325.85,3265.766129957845,3195.814060272111,3341.032333714853,3110.667666285147,3225.85,843030000
2000-11-19,BTC,3330.3,3330.9,3329.7000000000003,3330.9,4230000,3085.85,2335.85,3275.7867253489458,3205.8204261778806,3351.049696180154,3120.6503038198457,3235.85,847260000
2000-11-20,BTC,3340.4,3341.2000000000003,3339.6,3341.2,4240000,3095.85,2345.85,3285.8503060644925,3215.848542757297,3361.1711602439022,3130.5288397560976,3245.85,851500000
2000-11-21,BTC,3350.5,3350.5,3350.5,3350.5,4250000,3105.85,2355.85,3295.7964128238013,3225.8227247752748,3371.049696180154,3140.6503038198457,3255.85,855750000
2000-11-22,BTC,3360.6,3360.7999999999997,3360.4,3360.8,4260000,3115.85,2365.85,3305.796964697063,3235.821041458588,3381.032333714853,3150.667666285147,3265.85,860010000
2000-11-23,BTC,3370.7,3371.1,3370.2999999999997,3371.1,4270000,3125.85,2375.85,3315.843585512899,3245.841705054248,3391.1191198890656,3160.5808801109342,3275.85,864280000
2000-11-24,BTC,3380.8,3381.4,3380.2000000000003,3381.4,4280000,3135.85,2385.85,3325.929187741684,3255.8830602354146,3401.309819850889,3170.3901801491106,3285.85,868560000
2000-11-25,BTC,3390.9,3391.7000000000003,3390.1,3391.7,4290000,3145.85,2395.85,3336.0477742429634,3265.9435742920505,3411.603920020014,3180.096079979986,3295.85,872850000
2000-11-26,BTC,3400.0,3400.0,3400.0,3400.0,4300000,3155.85,2405.85,3345.8865782055846,3275.8736799000467,3421.309819850889,3190.3901801491106,3305.85,877150000
2000-11-27,BTC,3410.1,3410.2999999999997,3409.9,3410.3,4310000,3165.85,2415.85,3355.7963354047256,3285.8311850926357,3431.1191198890656,3200.5808801109342,3315.85,881460000
2000-11-28,BTC,3420.2,3420.6,3419.7999999999997,3420.6,4320000,3175.85,2425.85,3365.766129957845,3295.814060270959,3441.0323337148534,3210.6676662851464,3325.85,885780000
2000-11-29,BTC,3430.3,3430.9,3429.7000000000003,3430.9,4330000,3185.85,2435.85,3375.7867253489458,3305.820426176814,3451.049696180154,3220.6503038198457,3335.85,890110000
2000-11-30,BTC,3440.4,3441.2000000000003,3439.6,3441.2,4340000,3195.85,2445.85,3385.8503060644925,3315.8485427563096,3461.1711602439027,3230.528839756097,3345.85,894450000
2000-12-01,BTC,3450.5,3450.5,3450.5,3450.5,4350000,3205.85,2455.85,3395.7964128238013,3325.8227247743607,3471.049696180154,3240.6503038198457,3355.85,898800000
2000-12-02,BTC,3460.6,3460.7999999999997,3460.4,3460.8,4360000,3215.85,2465.85,3405.796964697063,3335.8210414577416,3481.0323337148534,3250.6676662851464,3365.85,903160000
2000-12-03,BTC,3470.7,3471.1,3470.2999999999997,3471.1,4370000,3225.85,2475.85,3415.843585512899,3345.8417050534645,3491.119119889066,3260.580880110934,3375.85,907530000
2000-12-04,BTC,3480.8,3481.4,3480.2000000000003,3481.4,4380000,3235.85,2485.85,3425.929187741684,3355.8830602346893,3501.3098198508897,3270.39018014911,3385.85,911910000
2000-12-05,BTC,3490.9,3491.7000000000003,3490.1,3491.7,4390000,3245.85,2495.85,3436.0477742429634,3365.943574291379,3511.6039200200144,3280.0960799799855,3395.85,916300000
2000-12-06,BTC,3500.0,3500.0,3500.0,3500.0,4400000,3255.85,2505.85,3445.8865782055846,3375.873679899425,3521.3098198508897,3290.39018014911,3405.85,920700000
2000-12-07,BTC,3510.1,3510.2999999999997,3509.9,3510.3,4410000,3265.85,2515.85,3455.7963354047256,3385.8311850920604,3531.119119889066,3300.580880110934,3415.85,925110000
2000-12-08,BTC,3520.2,3520.6,3519.7999999999997,3520.6,4420000,3275.85,2525.85,3465.766129957845,3395.814060270426,3541.032333714854,3310.667666285146,3425.85,929530000
2000-12-09,BTC,3530.3,3530.9,3529.7000000000003,3530.9,4430000,3285.85,2535.85,3475.7867253489458,3405.8204261763203,3551.0496961801546,3320.6503038198452,3435.85,933960000
2000-12-10,BTC,3540.4,3541.2000000000003,3539.6,3541.2,4440000,3295.85,2545.85,3485.8503060644925,3415.848542755852,3561.1711602439027,3330.528839756097,3445.85,938400000
2000-12-11,BTC,3550.5,3550.5,3550.5,3550.5,4450000,3305.85,2555.85,3495.7964128238013,3425.8227247739374,3571.0496961801546,3340.6503038198452,3455.85,942850000
2000-12-12,BTC,3560.6,3560.7999999999997,3560.4,3560.8,4460000,3315.85,2565.85,3505.796964697063,3435.8210414573496,3581.032333714854,3350.667666285146,3465.85,947310000
2000-12-13,BTC,3570.7,3571.1,3570.2999999999997,3571.1,4470000,3325.85,2575.85,3515.843585512899,3445.8417050531016,3591.1191198890665,3360.5808801109333,3475.85,951780000
2000-12-14,BTC,3580.8,3581.4,3580.2000000000003,3581.4,4480000,3335.85,2585.85,3525.929187741684,3455.8830602343533,3601.30981985089,3370.3901801491097,3485.85,956260000
2000-12-15,BTC,3590.9,3591.7000000000003,3590.1,3591.7,4490000,3345.85,2595.85,3536.0477742429634,3465.9435742910678,3611.603920020015,3380.096079979985,3495.85,960750000
